protected,residential_region,spending_pattern,income,debt_ratio,pay_history,default
1,0.8436435887200856,1.364360851406029,-0.35833478452759104,-1.170025631498784,2.141077707210243,0
0,0.23521596663594738,-1.0592487830460187,-0.46403336552744057,1.2802179861001273,-2.0268075691015826,0
1,1.6686094658923578,0.863163886623123,-0.005638692741311581,-0.3531620683824602,1.158659460822628,0
1,1.8262794905866164,0.8261196003177368,1.3458159705353656,0.6079098601199859,-0.2225079480556387,1
0,0.28295088470753255,-0.18991667108437577,0.4695464104865435,-0.2614655360124208,0.5490883791317415,0
1,1.0397975293492592,1.6517085730680225,-0.034408280507489224,0.9224901710446697,0.7778483386641142,1
1,1.0146830925911554,2.5093537023448587,0.8524338757212402,-2.3622947224310478,0.7359146663170893,0
1,2.0289562804602417,0.5413125230489082,0.02753189112824187,0.7383334433317807,1.0003696530416315,1
0,-0.3776067663386379,-0.29086643815199287,0.40155227583535014,-0.8319195011895616,-0.5602695832528914,0
0,-1.650089095203089,-0.5375885117464269,0.15112773198667018,0.07346429936477916,-0.9528807302191838,0
0,0.3892531787303189,-0.7607876768935784,0.5897804180138457,1.2447029587797351,1.186913127984178,0
1,0.9782432271587391,1.4572686119657392,-0.44414417420693725,-0.8031499758497503,-0.8717279825787878,1
0,0.280281526743152,0.0008879947121084202,-1.139342863562576,-0.960012638564564,1.8613987101536156,0
1,2.4356931095901815,0.3117185917502787,0.9068481504147976,-0.3719785089728828,-0.7643752984931947,0
0,0.010057474357168575,0.010890316767279093,1.504928317812964,-0.43507041893084797,-0.3808358636875507,0
0,0.5974594989981186,-0.7232375957466834,-1.091881083759697,-1.0501626201410925,-0.19041029102324283,0
0,0.09227860832172129,0.007096631480985428,0.1792916741465694,0.10627181692963122,-1.5410603721698652,0
0,0.9524575968846883,0.7616978959236541,-0.4488701893042778,0.15817051475997523,-1.5381756081426714,1
1,0.9627357347457365,1.6778407766455632,0.8833786920007626,0.46298847238455476,0.912034489025421,0
0,-0.004928988249893855,0.10651025664425393,0.24664573482838334,-0.8195706078438288,-1.7200388022215196,0
1,2.0038969630248804,1.0827405455579677,3.3274722864299457,-0.9440023714105571,2.5196628287134426,0
0,-0.11424705420602727,0.040120590506864694,-0.3014334853105098,-0.11859673965984306,-0.09412598529097212,0
1,2.291331397991602,1.737952533348489,1.5372923369751301,-0.24504550122291766,-1.0293442525916898,1
1,1.3407762762935318,1.6784998056850458,1.6346306453511346,-0.2258389747187376,0.42021824086220655,0
1,2.841622690977333,1.3404687417118735,0.5335974590500636,-0.7072296227425925,-2.4619075657064817,1
0,1.273318502563347,0.1304257943633494,0.03708331937819439,0.33003993444133517,-0.33356788974911467,1
0,0.1692431977363798,-0.7899370920252481,0.0948376974900287,-0.9424797036718312,-0.20534136099163622,0
0,0.33156070821277006,-0.4406020648666426,0.0102048521056588,-0.12217484961797923,-1.2662047590408092,0
0,0.7150028613747825,0.42453585152759155,1.133299712413141,-0.30636842843656564,-0.6317810607949308,0
1,0.88768156061958,1.9052197708245244,-0.8726362970777095,-0.033458182865172006,1.5260231115760525,1
1,0.8127999912533258,1.4561591545036172,-0.16098397307789564,1.1852698187351407,0.1832502304270366,1
1,2.353851348314581,2.287379440619091,-0.28218595772350924,-1.3145000039219272,0.3994673372869979,1
0,0.16439308372379963,0.30481164987682013,-1.7261944211239602,-2.3913257652128537,-0.7868260978893049,0
0,-0.13590314758787375,-0.13987651071783874,0.8589149097624112,-0.5941914500838615,-1.3233993699091218,0
0,0.006673981728696623,-0.7318516518243344,1.06291938139334,-1.1513060438778926,-0.24106016660276533,0
0,-1.4316248834184415,0.8632399500173488,-0.6342184335615665,-3.0124825125285133,-2.457622371318385,0
0,-0.11433738867420076,0.4621904742927464,1.0301324566547452,1.746350668396833,-1.0968133397297972,0
0,-0.45182804351593414,1.0789868537583107,-1.5836577210372849,0.5597102353329494,-1.252499948033362,1
0,0.5508429801690494,1.3001084733023494,0.023954503202434998,0.6671570607471846,-2.0387662544082588,1
1,2.1970184670304036,0.6278358159303435,-0.12625847068872154,-0.28546782452735847,0.6492174506713223,1
0,0.3460081404779463,-0.7706002464763112,0.08774870839959223,0.4208174027614977,-0.13050619872819275,0
1,1.837275189279485,-0.3179199475414405,0.08254517025209614,-0.42264039655070523,-0.6196701629034994,0
1,0.7015919507678394,1.9510172822178538,-0.07704166322141158,0.8143209444252649,0.6710163338780758,1
0,0.3543858479981245,0.3938896124925594,-0.38777291541602826,0.1890655306673216,-1.6442712976953375,0
1,1.9776387673140303,1.4586674000755078,-0.10870596845776459,-0.0365253772178843,-1.3435789551039998,1
1,2.347115592261238,0.6643200613739594,1.363221239101415,0.038928095185886205,1.1173255580342945,0
0,1.2709258874581182,-0.053420213474862914,-0.5787189499089014,1.46544952756248,2.2814070067272048,0
0,-1.015536404142965,0.11082329700462339,2.255340013186467,0.16733094524442294,0.6842265551850786,0
1,1.3669139046290721,1.8696354001275015,-0.6351644527132432,-1.0296092037143285,0.4715717835058393,1
0,-0.44535998229458684,0.16379214867917163,0.2400592169169135,0.33619092142482637,-0.5818585478015926,0
0,0.10350431303104453,0.3982807769946999,0.5712065031698962,0.48904065749636483,-0.5588641391393204,0
0,0.008041114930823217,-0.07447852194842901,-0.29175590535344303,-0.14470985465298405,0.22726925703470077,0
1,1.4595507561519128,2.1088891363551507,1.382363212451036,-0.05210296429333683,1.3728981846967792,0
1,2.2165626168407044,1.779038046466065,0.5452117833780047,-1.0662161178740919,0.42654306947961973,1
1,0.9391514732915299,0.6878401575795053,-0.2049023590839432,0.09707564643553095,0.9579580228318957,0
1,0.9753271195644364,2.233532220593745,1.3712647730448146,-1.2144813466427977,-0.9162284966065063,1
0,-0.6145351626588252,0.7353429136290819,-1.015491780518226,-0.2507755447630036,0.6169252932645729,0
0,-0.21619655245559213,0.2792848422317651,-0.5654835195351547,-0.6693227750786918,-0.6713441835514667,0
0,-0.7371541295471077,0.16843062299247896,0.5625704319277421,0.9829062133688924,0.14015178072086165,0
0,-0.02914289327956233,0.9951669413269952,0.8014664254145345,1.549943200851714,0.6158208705911463,0
1,1.50070588322148,0.4200122802367554,0.32262188515545115,-1.1443243253487512,-0.5312330837757717,0
0,-0.471909068399448,0.7447347144357905,-0.12719232215678342,-0.004620418673325315,-1.017077790234514,0
0,0.5242597524337175,-0.28572401914461054,-0.25144406794287916,-0.310359367792185,0.36259586472050587,0
1,1.5642996830279579,2.057106467846231,1.131400925975388,0.46443841183651585,-0.13477203957535958,1
0,0.6375884184190822,0.07222550830142578,0.2403946495362396,0.09624165936657454,0.13613025098721426,0
0,-0.11702991072265921,-0.745755614044943,-0.8722387724007014,-0.38737544385154715,0.6571438038325121,0
0,-0.014516932938812814,-0.2979118860214148,-0.9299023631950918,0.09375052226795194,1.3072860557874673,0
0,-0.3376694428090265,0.6130374438995793,1.5134613125939287,-0.21465125793770398,0.6632652978581994,0
0,-0.004227924321290719,-0.126124728791924,-0.7187616119887626,1.5891346018221013,0.531940446405756,0
